METEOROLOGICAL	DATA	-	CHACALTAYA	GAW	STATION	16	21	S,	68	8	W,	5380	masl,	Bolivia						
Please	cite	the	SENAMHI	(Servicio	Nacional	de	Meteorologia	e	Hidrologia,	Bolivia)	and	the	LFA	(Laboratorio	de	Fisica	de	la	Atm??sfera)	UMSA
Contact	:	Marcos	Andrade	-	mandrade	AT	atmos.umd.edu,	Isabel	Moreno	-	caisa.moreno	AT	chacaltaya.edu.bo							
File	version	5																		
																				
Local	Time	(UTC-4)																		
WS	=	Horizontal	wind	speed	(m/s)															
WD	=	Horizontal	wind	direction	(Deg)															
WDstdv	=	Standard	deviation	of	horizontal	wind	direction	(Deg)												
Tair	=	Avg	Air	temperature	(Deg	C)														
RH	=	Avg	Relative	humidity(%)																
Pbar	=	Smp	Barometric	pressure	(mbar)															
																				
Missing/bad	data	filled	with	-999.9																
																				
	YYYY	MM	DD	HH	mm	WS	WD	WDstdv	Tair	RH	Pbar									
	2018	1	7	23	30	4.47	29.4	5.0	-2.58	98.00	535.0									
	2018	1	7	23	45	2.81	30.4	10.4	-2.61	97.90	535.0									
	2018	1	8	0	0	3.50	57.5	6.9	-2.68	97.90	534.7									
	2018	1	8	0	15	4.60	43.4	6.4	-2.78	97.80	534.7									
	2018	1	8	0	30	5.23	49.6	15.1	-2.87	97.70	534.7									
	2018	1	8	0	45	3.00	36.1	17.0	-2.82	97.70	534.7									
	2018	1	8	1	0	4.24	35.4	13.5	-2.76	97.70	534.3									
	2018	1	8	1	15	2.52	9.3	16.4	-2.67	97.70	534.3									
	2018	1	8	1	30	3.44	6.9	13.1	-2.67	97.70	534.3									
	2018	1	8	1	45	3.11	359.2	11.9	-2.69	97.70	534.3									
	2018	1	8	2	0	2.43	349.4	14.6	-2.67	97.70	534.0									
	2018	1	8	2	15	1.40	0.9	15.0	-2.63	97.70	534.0									
	2018	1	8	2	30	-999.90	-999.9	-999.9	-2.60	97.70	534.0									
	2018	1	8	2	45	-999.90	-999.9	-999.9	-2.73	97.60	534.0									
	2018	1	8	3	0	-999.90	-999.9	-999.9	-2.94	97.50	533.7									
	2018	1	8	3	15	-999.90	-999.9	-999.9	-3.12	97.30	533.7									
	2018	1	8	3	30	-999.90	-999.9	-999.9	-3.20	97.20	533.7									
	2018	1	8	3	45	-999.90	-999.9	-999.9	-3.21	97.10	533.7									
	2018	1	8	4	0	-999.90	-999.9	-999.9	-3.08	97.20	533.5									
	2018	1	8	4	15	-999.90	-999.9	-999.9	-3.17	97.10	533.5									
	2018	1	8	4	30	-999.90	-999.9	-999.9	-3.31	96.90	533.5									
	2018	1	8	4	45	-999.90	-999.9	-999.9	-3.50	96.80	533.5									
	2018	1	8	8	15	-999.90	-999.9	-999.9	-2.85	98.00	-999.9									
	2018	1	8	8	30	-999.90	-999.9	-999.9	-2.61	97.70	-999.9									
	2018	1	8	8	45	-999.90	-999.9	-999.9	-2.52	97.60	-999.9									
	2018	1	8	9	0	-999.90	-999.9	-999.9	-2.06	97.80	534.7									
	2018	1	8	9	15	-999.90	-999.9	-999.9	-1.72	98.20	534.7									
	2018	1	8	9	30	0.56	36.0	12.7	-1.14	98.50	534.7									
	2018	1	8	9	45	3.82	29.4	12.7	-1.55	98.50	534.7									
	2018	1	8	10	0	3.19	39.7	11.2	-1.24	98.60	534.8									
	2018	1	8	10	15	4.18	60.0	22.1	-0.65	98.90	534.8									
	2018	1	8	10	30	4.22	76.5	19.6	-0.30	99.20	534.8									
	2018	1	8	10	45	4.95	83.7	11.5	-0.48	99.40	534.8									
	2018	1	8	11	0	5.46	73.0	10.7	-0.44	99.60	534.8									
	2018	1	8	11	15	3.89	51.3	26.0	-0.18	99.70	534.8									
	2018	1	8	11	30	3.71	43.2	22.2	-0.63	99.50	534.8									
	2018	1	8	11	45	2.68	29.4	14.9	-0.66	99.40	534.8									
	2018	1	8	12	0	2.93	19.4	15.0	-0.29	99.50	534.7									
	2018	1	8	12	15	3.35	28.3	11.4	-0.34	99.50	534.7									
	2018	1	8	12	30	4.20	30.3	9.2	-0.50	99.50	534.7									
	2018	1	8	12	45	3.95	32.3	10.7	-0.08	99.60	534.7									
	2018	1	8	13	0	4.74	34.8	8.7	-0.09	99.50	534.5									
	2018	1	8	13	15	4.58	45.3	16.6	-0.02	99.50	534.5									
	2018	1	8	13	30	4.94	51.4	24.2	0.01	99.60	534.5									
	2018	1	8	13	45	5.37	61.5	18.8	0.35	99.60	534.5									
	2018	1	8	14	0	5.76	73.6	13.8	0.38	99.70	534.1									
	2018	1	8	14	15	5.40	49.3	15.2	0.26	99.70	534.1									
	2018	1	8	14	30	5.72	71.9	15.6	0.22	99.60	534.1									
	2018	1	8	14	45	4.31	81.0	41.2	-0.19	99.60	534.1									
	2018	1	8	15	0	3.29	74.3	17.2	-0.34	99.70	533.8									
	2018	1	8	15	15	3.55	70.1	23.4	-0.28	99.80	533.8									
	2018	1	8	15	30	3.82	42.9	13.5	-0.02	99.70	533.8									
	2018	1	8	15	45	3.58	70.8	31.8	0.28	99.50	533.8									
	2018	1	8	16	0	3.29	92.4	18.9	0.20	99.40	533.5									
	2018	1	8	16	15	2.33	35.4	16.3	-0.12	99.60	533.5									
	2018	1	8	16	30	1.90	43.9	15.6	-0.24	99.60	533.5									
	2018	1	8	16	45	2.06	65.6	22.6	-0.15	99.60	533.5									
	2018	1	8	17	0	1.53	30.9	43.1	-0.41	99.50	533.2									
	2018	1	8	17	15	1.68	30.0	36.2	-0.14	99.40	533.2									
	2018	1	8	17	30	2.34	7.4	25.7	0.21	98.80	533.2									
	2018	1	8	17	45	0.99	338.4	42.0	0.46	98.60	533.2									
	2018	1	8	18	0	0.40	272.0	100.7	0.68	98.50	533.3									
	2018	1	8	18	15	1.09	183.3	93.5	0.20	98.80	533.3									
	2018	1	8	18	30	0.87	334.9	75.1	-0.11	99.20	533.3									
	2018	1	8	18	45	1.27	139.4	46.5	-0.40	99.50	533.3									
	2018	1	8	19	0	0.86	251.9	18.1	-0.60	99.60	533.6									
	2018	1	8	19	15	0.28	156.4	38.0	-0.81	99.60	533.6									
	2018	1	8	19	30	0.78	57.8	37.3	-1.01	99.50	533.6									
	2018	1	8	19	45	1.90	24.8	11.7	-1.09	99.50	533.6									
	2018	1	8	20	0	1.25	52.2	37.3	-1.20	99.40	534.1									
	2018	1	8	20	15	0.85	12.5	28.0	-1.34	99.30	534.1									
	2018	1	8	20	30	1.17	29.6	10.7	-1.59	99.10	534.1									
	2018	1	8	20	45	0.98	17.8	22.2	-1.73	98.90	534.1									
	2018	1	8	21	0	0.92	331.1	9.3	-1.73	98.70	534.3									
	2018	1	8	21	15	0.17	342.0	29.1	-1.72	98.40	534.3									
	2018	1	8	21	30	0.37	243.3	26.7	-1.42	97.90	534.3									
	2018	1	8	21	45	0.80	222.3	16.1	-1.33	98.00	534.3									
	2018	1	8	22	0	1.18	195.3	35.5	-1.50	98.30	534.4									
	2018	1	8	22	15	0.47	130.3	6.7	-1.75	98.30	534.4									
	2018	1	8	22	30	0.41	82.7	28.0	-1.87	98.20	534.4									
	2018	1	8	22	45	2.79	69.8	8.1	-2.26	97.80	534.4									
	2018	1	8	23	0	3.47	68.1	6.4	-2.71	96.50	534.7									
	2018	1	8	23	15	2.82	58.1	9.7	-2.80	95.20	534.7									
	2018	1	8	23	30	4.10	57.4	11.9	-2.85	94.40	534.7									
	2018	1	8	23	45	4.01	45.1	8.0	-2.99	96.10	534.7									
	2018	1	9	0	0	5.40	45.5	6.3	-3.12	96.90	534.2									
	2018	1	9	0	15	5.25	55.4	7.9	-2.99	94.90	534.2									
	2018	1	9	0	30	4.30	35.3	8.4	-3.17	96.10	534.2									
	2018	1	9	0	45	4.85	28.3	5.6	-3.26	96.40	534.2									
	2018	1	9	1	0	5.11	35.1	8.1	-3.41	96.10	533.8									
	2018	1	9	1	15	4.46	40.2	3.9	-3.42	96.20	533.8									
	2018	1	9	1	30	4.63	42.9	5.1	-3.45	95.80	533.8									
	2018	1	9	1	45	1.96	31.2	50.7	-3.30	95.90	533.8									
	2018	1	9	2	0	0.93	19.1	55.9	-2.89	94.20	533.3									
	2018	1	9	2	15	3.60	24.8	6.0	-3.51	95.00	533.3									
	2018	1	9	2	30	3.40	26.7	4.8	-3.73	95.80	533.3									
	2018	1	9	2	45	2.84	22.9	8.1	-3.60	95.10	533.3									
	2018	1	9	7	30	-999.90	-999.9	-999.9	-2.18	96.50	-999.9									
	2018	1	9	7	45	0.36	173.8	84.7	-1.69	95.50	-999.9									
	2018	1	9	8	0	1.72	106.8	26.3	-0.80	95.80	534.0									
	2018	1	9	8	15	1.17	80.8	34.7	-1.18	96.20	534.0									
	2018	1	9	8	30	0.50	15.9	69.1	-0.20	96.10	534.0									
	2018	1	9	8	45	1.22	73.1	50.1	-1.19	95.70	534.0									
	2018	1	9	9	0	1.04	132.0	66.3	-1.75	96.60	534.3									
	2018	1	9	9	15	0.69	178.4	51.7	-2.15	97.00	534.3									
	2018	1	9	9	30	1.12	149.0	58.8	-2.26	97.00	534.3									
	2018	1	9	9	45	1.78	124.5	31.5	-2.04	97.00	534.3									
	2018	1	9	10	0	1.95	103.2	21.6	-1.79	97.00	534.7									
	2018	1	9	10	15	1.58	125.9	25.2	-1.67	97.00	534.7									
	2018	1	9	10	30	2.04	87.4	32.8	-1.44	97.40	534.7									
	2018	1	9	10	45	2.64	100.3	32.7	-1.53	97.50	534.7									
	2018	1	9	11	0	1.91	101.3	28.9	-1.59	97.60	534.5									
	2018	1	9	11	15	0.91	10.1	55.8	-1.62	97.20	534.5									
	2018	1	9	11	30	2.12	125.2	68.5	-1.77	97.30	534.5									
	2018	1	9	11	45	2.73	88.4	21.7	-1.75	97.80	534.5									
	2018	1	9	12	0	2.50	53.9	22.2	-1.69	96.90	534.3									
	2018	1	10	11	15	3.23	85.1	9.1	0.16	89.10	-999.9									
	2018	1	10	11	30	5.38	86.8	9.5	0.94	87.40	-999.9									
	2018	1	10	11	45	5.24	85.8	11.0	1.07	87.50	-999.9									
	2018	1	10	12	0	5.43	89.5	8.0	1.25	87.80	534.7									
	2018	1	10	12	15	5.46	89.8	14.5	1.19	88.20	534.7									
	2018	1	10	12	30	4.11	96.4	12.9	1.82	87.10	534.7									
	2018	1	10	12	45	4.31	99.5	12.9	1.44	87.80	534.7									
	2018	1	10	13	0	3.43	98.7	26.0	0.95	90.40	534.5									
	2018	1	10	13	15	2.10	138.1	36.1	-0.05	92.00	534.5									
	2018	1	10	13	30	3.67	120.8	25.9	-0.36	94.80	534.5									
	2018	1	10	13	45	4.30	105.8	15.7	-0.27	96.40	534.5									
	2018	1	10	14	0	3.80	75.2	19.3	0.97	91.50	534.2									
	2018	1	10	14	15	3.85	57.8	33.2	0.73	91.50	534.2									
	2018	1	10	14	30	3.70	41.6	13.9	0.71	91.20	534.2									
	2018	1	10	14	45	3.25	51.2	29.9	0.73	92.40	534.2									
	2018	1	10	15	0	3.92	84.2	23.2	0.85	91.70	533.8									
	2018	1	10	15	15	5.38	87.5	16.5	0.53	91.20	533.8									
	2018	1	10	15	30	5.76	107.7	8.4	-0.11	93.90	533.8									
	2018	1	10	15	45	6.36	106.1	5.8	-0.31	94.20	533.8									
	2018	1	10	16	0	4.26	100.7	19.9	0.74	90.70	533.3									
	2018	1	10	16	15	2.28	107.4	27.0	2.12	85.20	533.3									
	2018	1	10	16	30	1.49	162.7	50.2	2.34	84.50	533.3									
	2018	1	10	16	45	3.76	110.1	17.6	-0.03	94.10	533.3									
	2018	1	10	17	0	5.10	114.6	10.6	-1.08	97.20	533.0									
	2018	1	10	17	15	5.13	106.9	15.2	-1.31	98.00	533.0									
	2018	1	10	17	30	4.80	98.9	6.9	-1.25	98.10	533.0									
	2018	1	10	17	45	4.44	97.0	8.0	-1.41	97.80	533.0									
	2018	1	10	18	0	3.56	94.9	8.9	-1.33	97.20	533.2									
	2018	1	10	18	15	3.46	95.5	8.4	-1.31	95.60	533.2									
	2018	1	10	18	30	5.05	97.4	5.3	-1.45	96.40	533.2									
	2018	1	10	18	45	5.49	105.1	9.6	-1.61	97.30	533.2									
	2018	1	10	19	0	5.34	96.0	9.1	-1.88	97.60	533.7									
	2018	1	11	8	45	2.19	127.9	23.2	-1.64	98.60	-999.9									
	2018	1	11	9	0	2.86	115.7	7.7	-1.33	98.40	534.9									
	2018	1	11	9	15	4.75	121.0	14.1	-0.74	98.20	534.9									
	2018	1	11	9	30	5.69	123.3	21.3	-1.01	97.40	534.9									
	2018	1	11	9	45	4.18	112.8	4.9	-1.07	97.10	-999.9									
	2018	1	11	10	0	6.33	114.8	19.6	-0.69	96.50	535.2									
	2018	1	11	10	15	6.70	97.5	10.7	-0.68	94.80	535.2									
	2018	1	11	10	30	5.57	81.7	14.3	-0.54	94.70	535.2									
	2018	1	11	10	45	5.59	87.5	10.6	-0.62	94.60	535.2									
	2018	1	11	11	0	5.40	84.7	13.7	-0.42	93.20	535.3									
	2018	1	11	11	15	5.74	82.2	9.7	-0.17	93.00	535.3									
	2018	1	11	11	30	6.38	83.7	11.7	-0.04	91.50	535.3									
	2018	1	11	11	45	7.05	96.5	10.0	-0.28	91.40	535.3									
	2018	1	11	12	0	6.88	100.8	10.3	0.17	92.10	535.0									
	2018	1	11	12	15	7.75	85.4	12.7	-0.18	91.40	535.0									
	2018	1	11	12	30	7.75	90.8	9.3	-0.41	92.30	535.0									
	2018	1	11	12	45	7.18	77.1	11.2	-0.10	91.30	535.0									
	2018	1	11	13	0	6.42	73.3	16.9	0.33	93.00	534.7									
	2018	1	11	13	15	6.58	89.1	5.9	0.02	92.00	534.7									
	2018	1	11	13	30	5.38	89.1	13.2	0.27	92.10	534.7									
	2018	1	11	13	45	5.57	53.8	18.6	0.41	94.60	534.7									
	2018	1	11	14	0	3.61	74.7	28.7	0.35	95.70	534.3									
	2018	1	11	14	15	4.00	49.8	17.1	0.99	94.10	534.3									
	2018	1	11	14	30	3.87	40.9	17.8	1.13	94.10	534.3									
	2018	1	11	14	45	4.24	47.2	24.9	1.50	92.90	534.3									
	2018	1	11	15	0	4.77	81.4	20.4	0.89	96.20	533.9									
	2018	1	11	15	15	6.13	68.1	16.6	0.49	97.30	533.9									
	2018	1	11	15	30	6.90	69.3	16.7	0.37	97.60	533.9									
	2018	1	11	15	45	6.14	74.9	14.3	0.16	97.60	533.9									
	2018	1	11	16	0	6.52	62.8	19.3	0.12	97.30	533.5									
	2018	1	11	16	15	7.81	88.6	10.4	-0.09	96.80	533.5									
	2018	1	11	16	30	7.45	82.5	10.6	-0.30	96.80	533.5									
	2018	1	11	16	45	6.70	73.1	13.9	-0.76	96.80	533.5									
	2018	1	11	17	0	6.15	92.6	9.5	-0.94	97.20	533.3									
	2018	1	11	17	15	5.45	96.1	9.1	-0.96	97.10	533.3									
	2018	1	11	17	30	4.97	94.7	10.6	-1.03	96.70	533.3									
	2018	1	11	17	45	4.79	84.2	14.5	-1.28	96.10	533.3									
	2018	1	11	18	0	5.34	104.6	9.8	-1.29	96.00	533.7									
	2018	1	11	18	15	4.75	114.2	4.1	-1.41	96.00	533.7									
	2018	1	11	18	30	5.03	111.4	6.4	-1.68	95.70	533.7									
	2018	1	11	18	45	4.75	116.7	5.1	-2.19	96.20	533.7									
	2018	1	11	19	0	6.04	111.0	7.2	-2.34	96.90	533.7									
	2018	1	11	19	15	6.05	113.9	8.1	-2.42	97.10	533.7									
	2018	1	11	19	30	5.34	116.2	7.9	-2.56	97.30	533.7									
	2018	1	11	19	45	4.35	123.3	8.3	-2.63	97.30	533.7									
	2018	1	11	20	0	4.37	127.2	7.2	-2.63	97.50	533.9									
	2018	1	11	20	15	1.88	140.1	16.7	-2.48	96.60	533.9									
	2018	1	11	20	30	-999.90	-999.9	-999.9	-2.46	96.20	533.9									
	2018	1	11	20	45	-999.90	-999.9	-999.9	-2.50	95.30	533.9									
	2018	1	11	21	0	-999.90	-999.9	-999.9	-2.50	94.90	534.2									
	2018	1	11	21	15	-999.90	-999.9	-999.9	-2.49	95.40	534.2									
	2018	1	11	21	30	-999.90	-999.9	-999.9	-2.50	95.60	534.2									
	2018	1	11	21	45	-999.90	-999.9	-999.9	-2.54	96.00	534.2									
	2018	1	11	22	0	-999.90	-999.9	-999.9	-2.58	96.10	534.5									
	2018	1	11	22	15	-999.90	-999.9	-999.9	-2.57	96.00	534.5									
	2018	1	11	22	30	-999.90	-999.9	-999.9	-2.63	95.90	534.5									
	2018	1	11	22	45	-999.90	-999.9	-999.9	-2.64	95.70	534.5									
	2018	1	11	23	0	-999.90	-999.9	-999.9	-2.56	95.40	534.7									
	2018	1	11	23	15	-999.90	-999.9	-999.9	-2.48	95.70	534.7									
	2018	1	11	23	30	-999.90	-999.9	-999.9	-2.36	96.00	534.7									
	2018	1	11	23	45	-999.90	-999.9	-999.9	-2.30	96.50	534.7									
	2018	1	12	0	0	-999.90	-999.9	-999.9	-2.23	97.00	534.5									
	2018	1	12	0	15	-999.90	-999.9	-999.9	-2.14	96.60	534.5									
	2018	1	12	7	15	-999.90	-999.9	-999.9	-2.25	98.20	-999.9									
	2018	1	12	7	30	-999.90	-999.9	-999.9	-1.24	97.60	-999.9									
	2018	1	12	7	45	-999.90	-999.9	-999.9	-0.52	96.00	-999.9									
	2018	1	12	8	0	-999.90	-999.9	-999.9	-0.63	95.00	534.2									
	2018	1	12	8	15	-999.90	-999.9	-999.9	-1.36	94.70	534.2									
	2018	1	12	8	30	-999.90	-999.9	-999.9	-1.45	94.90	534.2									
	2018	1	12	8	45	-999.90	-999.9	-999.9	-1.62	95.10	534.2									
	2018	1	12	9	0	-999.90	-999.9	-999.9	-1.19	95.30	534.5									
	2018	1	12	9	15	-999.90	-999.9	-999.9	-1.21	96.00	534.5									
	2018	1	12	9	30	-999.90	-999.9	-999.9	-1.69	97.10	534.5									
	2018	1	12	9	45	-999.90	-999.9	-999.9	-1.62	97.00	534.5									
	2018	1	12	10	0	-999.90	-999.9	-999.9	-1.28	96.20	534.7									
	2018	1	12	10	15	-999.90	-999.9	-999.9	-1.08	95.70	534.7									
	2018	1	12	10	30	-999.90	-999.9	-999.9	-0.91	95.40	534.7									
	2018	1	12	10	45	-999.90	-999.9	-999.9	-0.53	95.40	534.7									
	2018	1	12	11	0	-999.90	-999.9	-999.9	-0.55	95.20	534.7									
	2018	1	12	11	15	-999.90	-999.9	-999.9	-0.54	94.70	534.7									
	2018	1	12	11	30	-999.90	-999.9	-999.9	-0.33	95.30	534.7									
	2018	1	12	11	45	-999.90	-999.9	-999.9	-0.26	95.70	534.7									
	2018	1	12	12	0	-999.90	-999.9	-999.9	-0.06	94.20	534.5									
	2018	1	12	12	15	0.31	102.9	5.0	0.46	91.90	534.5									
	2018	1	12	12	30	0.74	62.3	25.1	2.08	86.70	534.5									
	2018	1	12	12	45	1.28	56.2	28.7	2.89	83.60	534.5									
	2018	1	12	13	0	1.98	26.3	19.0	2.40	87.40	534.0									
	2018	1	12	13	15	1.92	24.4	11.7	1.80	92.40	534.0									
	2018	1	12	13	30	1.68	25.6	19.7	2.13	92.80	534.0									
	2018	1	12	13	45	1.51	3.3	50.0	1.50	93.50	534.0									
	2018	1	12	14	0	2.11	84.9	28.6	1.60	93.60	533.6									
	2018	1	12	14	15	3.11	91.3	6.0	1.25	93.00	533.6									
	2018	1	12	14	30	3.69	88.9	6.4	1.10	92.60	533.6									
	2018	1	12	14	45	4.07	85.9	12.5	0.73	94.70	533.6									
	2018	1	12	15	0	3.68	98.0	12.2	0.47	95.60	533.0									
	2018	1	15	12	15	-999.90	-999.9	-999.9	-1.16	99.40	-999.9									
	2018	1	15	12	45	4.63	62.9	9.9	-1.01	99.80	-999.9									
	2018	1	15	13	0	6.50	83.1	16.7	-0.85	99.60	534.2									
	2018	1	16	11	45	-999.90	-999.9	-999.9	0.00	100.00	-999.9									
	2018	1	16	12	0	4.46	83.2	16.4	-0.01	100.00	535.4									
	2018	1	16	12	30	2.56	52.0	6.4	0.23	100.00	-999.9									
	2018	1	16	13	0	4.64	80.4	16.9	0.28	100.00	535.0									
	2018	1	16	13	15	4.81	40.6	10.0	0.45	100.00	535.0									
	2018	1	16	13	45	4.18	40.9	17.6	0.81	100.00	-999.9									
	2018	1	16	14	45	4.91	34.6	9.5	1.26	100.00	-999.9									
	2018	1	16	15	0	3.52	31.6	7.7	1.52	100.00	534.7									
	2018	1	16	15	30	2.95	51.0	15.6	1.15	100.00	-999.9									
	2018	1	16	16	0	3.40	58.9	20.3	0.90	100.00	534.0									
	2018	1	16	16	15	4.06	50.8	25.7	0.61	100.00	534.0									
	2018	1	17	8	15	-999.90	-999.9	-999.9	0.25	87.20	-999.9									
	2018	1	17	9	0	1.74	147.7	25.6	1.18	84.30	535.5									
	2018	1	17	9	30	-999.90	-999.9	-999.9	-0.64	96.60	-999.9									
	2018	1	17	10	0	-999.90	-999.9	-999.9	-0.47	97.30	-999.9									
	2018	1	17	10	45	2.89	98.7	8.2	-0.13	97.30	-999.9									
	2018	1	17	11	0	3.26	67.5	30.9	0.38	95.00	535.8									
	2018	1	17	11	15	3.56	77.0	25.9	0.64	95.50	-999.9									
	2018	1	17	11	30	3.56	77.6	16.6	0.79	95.50	-999.9									
	2018	1	17	12	15	4.45	97.9	13.2	0.97	92.60	-999.9									
	2018	1	17	12	30	4.64	80.3	23.1	1.15	91.60	-999.9									
	2018	1	17	13	0	5.03	64.4	14.6	0.53	92.60	535.5									
	2018	1	17	13	15	6.55	76.2	9.9	0.63	92.10	535.5									
	2018	1	17	13	30	6.50	85.6	7.9	0.68	92.20	535.5									
	2018	1	17	13	45	6.10	53.3	15.6	0.61	92.20	535.5									
	2018	1	17	14	0	6.13	58.4	21.5	0.57	90.80	535.0									
	2018	1	17	14	15	6.76	51.5	13.9	1.06	87.40	535.0									
	2018	1	17	14	30	5.87	49.5	19.2	1.10	88.20	535.0									
	2018	1	17	14	45	5.00	47.2	18.1	1.00	90.80	535.0									
	2018	1	17	15	0	4.75	71.9	17.3	1.03	90.50	534.7									
	2018	1	17	15	15	5.53	60.2	22.4	0.74	92.90	534.7									
	2018	1	17	15	30	5.37	43.0	17.5	0.58	95.10	534.7									
	2018	1	17	15	45	3.34	22.6	17.0	0.33	96.10	534.7									
	2018	1	17	16	0	3.27	36.6	24.3	1.58	87.40	534.2									
	2018	1	17	16	15	3.31	47.6	15.6	0.92	90.70	534.2									
	2018	1	17	16	30	5.43	51.7	17.4	0.86	90.80	534.2									
	2018	1	17	16	45	5.83	78.3	16.0	0.85	95.10	534.2									
	2018	1	17	17	0	4.36	83.3	11.5	0.67	95.60	534.0									
	2018	1	17	17	15	2.88	76.3	11.6	0.16	96.10	534.0									
	2018	1	17	17	30	2.75	86.2	6.1	0.37	96.30	534.0									
	2018	1	17	17	45	3.01	92.4	8.1	0.22	98.10	534.0									
	2018	1	17	18	0	2.52	99.6	7.8	0.94	94.00	533.8									
	2018	1	17	18	15	2.90	103.7	11.9	0.69	81.00	533.8									
	2018	1	17	18	30	1.85	111.3	32.1	0.97	71.83	533.8									
	2018	1	17	18	45	2.18	236.3	37.0	2.76	77.08	533.8									
	2018	1	17	19	0	2.15	258.6	61.2	1.64	83.10	534.2									
	2018	1	17	19	15	1.45	234.7	36.5	1.00	86.90	534.2									
	2018	1	18	7	30	5.40	91.2	9.8	-2.81	98.80	-999.9									
	2018	1	18	7	45	-999.90	-999.9	-999.9	-2.86	98.30	-999.9									
	2018	1	18	8	0	5.77	102.9	8.3	-2.52	98.30	535.2									
	2018	1	18	8	15	5.63	108.6	7.9	-2.47	98.10	535.2									
	2018	1	18	8	30	5.69	105.4	7.0	-2.31	97.90	535.2									
	2018	1	18	8	45	6.10	104.5	7.1	-2.23	97.60	535.2									
	2018	1	18	9	0	5.82	105.0	13.1	-2.24	97.20	535.5									
	2018	1	18	9	15	5.27	99.8	9.7	-1.26	95.90	535.5									
	2018	1	18	9	30	6.86	112.4	8.5	-0.43	95.70	535.5									
	2018	1	18	9	45	6.76	96.6	10.8	-0.61	94.50	535.5									
	2018	1	18	10	0	7.51	101.7	12.6	-0.83	95.60	535.8									
	2018	1	18	10	15	6.80	105.5	13.3	-0.22	96.00	535.8									
	2018	1	18	10	30	6.75	102.1	13.7	-0.15	94.30	535.8									
	2018	1	18	10	45	6.08	116.8	19.7	0.42	93.70	535.8									
	2018	1	18	11	0	6.58	109.5	9.6	0.46	92.60	536.0									
	2018	1	18	11	15	7.00	99.2	12.3	-0.29	93.50	536.0									
	2018	1	18	11	30	5.51	84.8	7.4	-0.30	93.30	536.0									
	2018	1	18	11	45	5.81	90.5	12.4	0.70	91.00	536.0									
	2018	1	18	12	0	5.58	80.9	10.9	1.23	89.90	535.6									
	2018	1	18	12	15	5.04	71.5	18.6	1.41	90.70	535.6									
	2018	1	18	12	30	4.78	72.0	15.6	1.12	90.40	535.6									
	2018	1	18	12	45	4.98	54.8	19.2	0.40	93.10	535.6									
	2018	1	18	13	0	5.83	57.9	14.9	0.25	93.80	535.4									
	2018	1	18	13	15	6.30	55.4	21.2	0.23	94.60	535.4									
	2018	1	18	13	30	7.86	60.8	20.2	-0.02	95.10	535.4									
	2018	1	18	13	45	7.19	62.0	8.8	0.23	94.00	535.4									
	2018	1	18	14	0	7.96	61.9	13.6	0.18	96.20	535.1									
	2018	1	18	14	15	7.66	70.0	13.3	0.26	96.80	535.1									
	2018	1	18	14	30	8.00	66.4	15.0	0.36	96.50	535.1									
	2018	1	18	14	45	7.87	74.5	13.4	0.04	96.70	535.1									
	2018	1	18	15	0	8.44	66.7	14.0	0.04	95.80	534.6									
	2018	1	18	15	15	8.98	75.2	14.0	-0.11	95.60	534.6									
	2018	1	18	15	30	9.02	71.1	11.9	-0.16	96.30	534.6									
	2018	1	18	15	45	7.08	53.7	38.5	-0.25	96.30	534.6									
	2018	1	18	16	0	9.08	54.5	17.5	-0.79	96.90	534.0									
	2018	1	18	16	15	9.44	58.9	17.8	-0.87	96.70	534.0									
	2018	1	18	16	30	10.20	44.6	15.0	-0.61	94.40	534.0									
	2018	1	18	16	45	11.49	35.3	6.9	-1.02	96.40	534.0									
	2018	1	18	17	0	11.80	42.5	7.8	-1.28	96.70	533.3									
	2018	1	18	17	15	9.86	29.5	9.7	-1.08	96.20	533.3									
	2018	1	18	17	30	8.80	27.3	11.0	-1.31	97.20	533.3									
	2018	1	18	17	45	10.01	37.3	7.7	-1.31	98.30	533.3									
	2018	1	18	18	0	10.39	34.5	6.9	-1.59	98.60	533.3									
	2018	1	18	18	15	10.99	34.1	8.6	-1.80	98.10	533.3									
	2018	1	18	18	30	8.35	29.2	16.1	-1.93	95.60	533.3									
	2018	1	18	18	45	4.41	8.9	20.9	-1.62	92.70	533.3									
	2018	1	18	19	0	6.25	34.8	18.3	-1.90	93.50	533.7									
	2018	1	18	19	15	8.61	42.9	8.2	-2.37	95.10	533.7									
	2018	1	18	19	30	6.04	42.5	6.2	-2.14	93.40	533.7									
	2018	1	18	19	45	6.85	48.6	7.6	-2.03	91.80	533.7									
	2018	1	18	20	0	7.52	43.5	4.5	-1.94	86.00	534.7									
	2018	1	18	20	15	6.43	44.8	4.3	-1.89	83.00	534.7									
	2018	1	18	20	30	5.72	54.9	9.0	-2.04	88.90	534.7									
	2018	1	18	20	45	6.06	43.3	4.8	-2.05	84.80	534.7									
	2018	1	18	21	0	6.05	42.1	2.9	-2.03	85.00	535.2									
	2018	1	18	21	15	6.88	50.5	2.6	-2.01	85.80	535.2									
	2018	1	18	21	30	4.78	52.7	2.3	-1.84	76.27	535.2									
	2018	1	18	21	45	2.99	63.2	8.6	-2.01	77.36	535.2									
	2018	1	18	22	0	2.50	52.6	13.6	-2.02	76.77	535.8									
	2018	1	18	22	15	3.36	54.9	13.4	-1.82	74.21	535.8									
